,COMM_NUM,SHAPE_AREA,SHAPE_LEN,lat,lon,Sector,CNAME_E,CNAME_A,Pop2017,Pop2018,Pop2019,Pop2019density,PopGrowth19by18,PopGrowthbinned,PopDensitybinned,Counter
81,532,16041464.7557,17134.596055200003,24.84614962643613,55.07807342495038,Sector 5,SAIH SHUAIB 3,سيح شعيب 3,11144.0,11144.0,11144.0,694.69965303762,0.0,-2 < x <=2,10 < x <1000,1
82,675,3261042.68008,7575.23809192,25.03483450172325,55.245752008937046,Sector 6,AL HEBIAH SECOND,الحبيه الثانية,817.0,1032.0,1523.0,467.02853946169074,47.57751937984496,20 < x <= 100,10 < x <1000,1
83,362,3190130.12461,9506.62161332,25.15139263453343,55.20282879461221,Sector 3,UM SUQAIM SECOND,ام سقيم الثانية,11012.0,11456.0,12325.0,3863.4787668753033,7.585544692737423,2 < x <= 20,1000 < x <= 10k,1
84,268,1369803.48,5370.23639675,25.274573445375786,55.44841835507439,Sector 2,OUD AL MUTEEN THIRD ,عود المطينة الثالثة,6110.0,6344.0,6679.0,4875.88190387719,5.280580075662034,2 < x <= 20,1000 < x <= 10k,1
85,956,82256581.7113,35222.9690834,24.804128498505158,55.44939930841297,Sector 9,AL HATHMAH,الحثمة,35.0,35.0,35.0,0.42549786621137786,0.0,-2 < x <=2,0< x <= 10 ,1
86,824,35222549.9119,25862.296833,25.060217958940253,55.4574348917082,Sector 8,UMM AL DAMAN,أم الدمن,48.0,258.0,283.0,8.034625565379296,9.689922480620151,2 < x <= 20,0< x <= 10 ,1
87,975,58948906.1738,34673.310750699995,24.67757782168623,55.35049871778347,Sector 9,AL O'SHOOSH,العشوش,0.0,0.0,0.0,0.0,0.0,-2 < x <=2, x = 0,1
88,988,36997664.9578,24917.1345591,24.750236846298538,55.15620204362926,Sector 9,AL LAYAN 2,الليان 2,0.0,0.0,0.0,0.0,0.0,-2 < x <=2, x = 0,1
89,241,2211570.57,5984.62489457,25.290805442303103,55.3777430820606,Sector 2,AL NAHDA SECOND,النهدة الثانية,54678.0,56489.0,61936.0,28005.436878281485,9.642585282090321,2 < x <= 20,10k < x <= 50k,1
90,646,6854488.88007,12609.9513807,25.076772059343114,55.31787605928044,Sector 6,WADI AL SAFA 4,وادي الصفا 4,2.0,2.0,2.0,0.2917795965524384,0.0,-2 < x <=2,0< x <= 10 ,1
91,978,69543181.4311,36734.7572076,24.66047858790748,55.42137392809671,Sector 9,SAIH SHUA'ALAH,سيح شعيله,3.0,3.0,3.0,0.04313866490235645,0.0,-2 < x <=2,0< x <= 10 ,1
92,214,4042863.6180000002,9214.88108067,25.24247054399423,55.35037842810525,Sector 2,AL GARHOUD,القرهود,17254.0,18424.0,18535.0,4584.621632418371,0.6024750325662076,-2 < x <=2,1000 < x <= 10k,1
93,981,139912555.95,49720.1863631,24.797000892740137,55.21366792810152,Sector 9,MUGATRAH,مقطره,804.0,804.0,804.0,5.746446375315467,0.0,-2 < x <=2,0< x <= 10 ,1
94,724,44497971.6994,26462.9437086,25.112201855652014,55.56833177702232,Sector 7,ENKHALI,نخلي,24.0,26.0,26.0,0.584296295023051,0.0,-2 < x <=2,0< x <= 10 ,1
95,394,11078799.9249,15108.0888646,25.06303047717405,55.17395787530367,Sector 3,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,الثنيه الرابعة (تلال الامارات الثالثة) ,17260.0,23488.0,27728.0,2502.7981539480934,18.051771117166204,2 < x <= 20,1000 < x <= 10k,1
96,616,6320420.2495,9742.20627617,25.15437523524973,55.37566462903919,Sector 6,NAD AL SHIBBA THIRD,ند الشبا الثالثة,94.0,137.0,767.0,121.35269012541949,459.8540145985401, > 100,10 < x <1000,1
97,352,3442745.1803599996,9482.04390321,25.182763965846906,55.22887077151125,Sector 3,JUMEIRA THIRD,جميرا الثالثة,11560.0,12493.0,13417.0,3897.180679110563,7.39614183943007,2 < x <= 20,1000 < x <= 10k,1
98,356,2813891.33122,7381.07465803,25.165990160979447,55.2162509166806,Sector 3,UM SUQAIM FIRST,ام سقيم الأولى,10743.0,10867.0,11718.0,4164.339919594374,7.8310481273580645,2 < x <= 20,1000 < x <= 10k,1
99,313,827901.6608640001,3797.76473153,25.260410111688568,55.30372630220169,Sector 3,AL HAMRIYA,الحمرية,31957.0,33421.0,36738.0,44374.83548669312,9.924897519523658,2 < x <= 20,10k < x <= 50k,1
100,919,11784792.769000001,14299.1045949,24.96644174983876,55.38972997508228,Sector 9,AL YUFRAH 4,اليفره 4,3.0,3.0,3.0,0.2545653588318944,0.0,-2 < x <=2,0< x <= 10 ,1
101,323,1669479.4215,5220.96603607,25.237634589195828,55.28685117633989,Sector 3,AL JAFLIYA,الجافلية,21072.0,21957.0,23963.0,14353.57614559252,9.136038620940923,2 < x <= 20,10k < x <= 50k,1
